# Quasi-dynamic assembly motion log
# dt=0.02 s, default_mass=0.05 kg, default_inertia=0.0001 kg m^2
# This is a rigid-body approximation driven by OpenFOAM forces.dat/log loads, with panel fallback only if OpenFOAM loads are unavailable.
step	patch	material	material_source	mass_kg	density_kg_m3	mate_type	freedom_source	Cd	Cs	Cl	CmRoll	CmPitch	CmYaw	Fx_N	Fy_N	Fz_N	Mx_Nm	My_Nm	Mz_Nm	dx_m	dy_m	dz_m	droll_rad	dpitch_rad	dyaw_rad	total_x_m	total_y_m	total_z_m
13	Part_1_2	unknown	bom	0.013592119	1000	FREE	unmated	-0.7887401	0	-0.11175718	0	0	0	-27.864527	-3.3996677	-3.9559521	-0.039520041	0.0033812865	0.0022066365	-0.019773745	-0.0012176598	-0.0027415882	-0.17445079	-0.0016463319	0.0050945054	-0.27900506	-0.0025983626	-0.018222999
13	Part_1_3	unknown	bom	0.046483876	1000	FREE	unmated	-0.27777048	0	0.018672646	0	0	0	-3.7424259	2.2686315	0.26048407	-0.14381846	-0.003865714	0.00076206691	-0.018379566	0.0024915863	0.0074822161	-0.17440972	-0.0065469261	0.00035990583	-0.20057154	-0.08292567	0.15262763
13	Part_1_6	unknown	bom	0.046483876	1000	FREE	unmated	-0.29106241	0	0.084850639	0	0	0	-3.9280265	-0.28733401	1.1894132	-0.14418334	-0.0003695256	-0.0022808233	-0.018559845	-0.0072802281	0.0015907308	-0.17444113	7.0681845e-05	-0.0056593687	-0.20114921	-0.15188192	-0.084981931
14	Part_1_5	unknown	bom	0.046483876	1000	FREE	unmated	-0.29313879	0	0.061750589	0	0	0	-3.9619992	-1.5378969	0.87037567	-0.13926086	0.0007136407	-0.0064325995	-0.018492691	-0.0036427575	-0.0066895951	-0.17445552	0.0050618926	-0.0011792135	-0.21864596	0.080075837	-0.16027294
14	Part_1_4	unknown	bom	0.046483876	1000	FREE	unmated	-0.28272296	0	-0.1936441	0	0	0	-3.8097329	-0.29875665	-2.7134662	-0.14580094	0.0040888505	0.0042211643	-0.018571629	0.0063806867	-0.0037922872	-0.17443299	0.0012502941	0.0057716256	-0.22060814	0.15711295	0.078438681
14	Part_1_1	unknown	bom	0.091184936	1000	ANCHOR	assembly-root-anchor	-0.13479955	0	-0.013431286	0	0	0	-3.1246197	-0.35334579	-0.33275098	-0.20716413	0.00074034007	0.00077552983	0	0	0	0	0	0	0	0	0
14	Part_1_2	unknown	bom	0.013592119	1000	FREE	unmated	-0.73169046	0	-0.084878029	0	0	0	-25.846743	-3.308084	-3.0008826	-0.039002296	-0.0024605376	-0.0019322893	-0.019766085	-0.0015465119	-0.0026287248	-0.1744773	-0.0028005733	0.0034014742	-0.29877114	-0.0041448745	-0.020851723
14	Part_1_3	unknown	bom	0.046483876	1000	FREE	unmated	-0.28957871	0	-0.030675433	0	0	0	-3.9106174	2.0705707	-0.43233617	-0.14083415	-0.0040066223	0.0031608688	-0.018617345	0.0033491442	0.0064944357	-0.17441351	-0.0064238462	0.0006362338	-0.21918889	-0.079576526	0.15912207
14	Part_1_6	unknown	bom	0.046483876	1000	FREE	unmated	-0.26560566	0	0.11939171	0	0	0	-3.5719263	0.61578391	1.6710769	-0.1441219	-0.004109881	-0.00068562913	-0.018836095	-0.0062982813	0.0023522726	-0.17445287	-0.00033103533	-0.0052752	-0.2199853	-0.1581802	-0.082629659
15	Part_1_5	unknown	bom	0.046483876	1000	FREE	unmated	-0.28003281	0	0.010878576	0	0	0	-3.7605894	-0.70075922	0.15760299	-0.15730695	-0.0013985111	-0.0054024819	-0.018732309	-0.0036687046	-0.0059700256	-0.17446721	0.0045241106	-0.001570886	-0.23737827	0.076407132	-0.16624297
15	Part_1_4	unknown	bom	0.046483876	1000	FREE	unmated	-0.25621236	0	-0.15090378	0	0	0	-3.4410255	-0.62730086	-2.1118859	-0.14360252	0.0032574987	0.00061402565	-0.018689923	0.0054691492	-0.0045579824	-0.1744434	0.0014520608	0.0053974522	-0.23929806	0.1625821	0.073880699
15	Part_1_1	unknown	bom	0.091184936	1000	ANCHOR	assembly-root-anchor	-0.10937577	0	0.0020769169	0	0	0	-2.5077105	0.1409674	0.049501209	-0.19568461	-0.00063928856	0.0018330739	0	0	0	0	0	0	0	0	0
15	Part_1_2	unknown	bom	0.013592119	1000	FREE	unmated	-0.76019344	0	-0.068227389	0	0	0	-26.854023	-4.3949824	-2.41173	-0.040100561	-0.002567661	-0.0020185699	-0.019755447	-0.0019830546	-0.002406205	-0.17448066	-0.0038056292	0.00193878	-0.31852659	-0.0061279291	-0.023257928
15	Part_1_3	unknown	bom	0.046483876	1000	FREE	unmated	-0.28850744	0	-0.018456706	0	0	0	-3.8887466	1.7569626	-0.2609289	-0.14771694	-0.0029423516	0.0027039479	-0.018764195	0.0039302181	0.0056972234	-0.17442088	-0.0061972697	0.00083285919	-0.23795308	-0.075646308	0.16481929
15	Part_1_6	unknown	bom	0.046483876	1000	FREE	unmated	-0.29751111	0	0.17853048	0	0	0	-4.0187649	0.1470407	2.5011064	-0.14366766	-0.0027837143	-0.0033137325	-0.018911948	-0.0055402494	0.0034123126	-0.1744551	-0.00055976626	-0.0051813966	-0.23889725	-0.16372045	-0.079217346
16	Part_1_5	unknown	bom	0.046483876	1000	FREE	unmated	-0.25691303	0	0.090572273	0	0	0	-3.4496562	-1.7542876	1.2705506	-0.14477485	0.0014038057	-0.0033677379	-0.018941997	-0.0042803464	-0.0047832415	-0.17447063	0.0043228771	-0.0017477281	-0.25632026	0.072126786	-0.17102621
16	Part_1_4	unknown	bom	0.046483876	1000	FREE	unmated	-0.2658797	0	-0.22671727	0	0	0	-3.5879144	-1.2024324	-3.176487	-0.13196797	0.0039290027	0.0045201834	-0.018669431	0.0043008416	-0.005740655	-0.17444003	0.0016966936	0.0054351175	-0.25796749	0.16688295	0.068140044
16	Part_1_1	unknown	bom	0.091184936	1000	ANCHOR	assembly-root-anchor	-0.14582265	0	-0.026195126	0	0	0	-3.4063923	0.0088761924	-0.65015642	-0.19784482	3.2254597e-05	0.0027024899	0	0	0	0	0	0	0	0	0
16	Part_1_2	unknown	bom	0.013592119	1000	FREE	unmated	-0.74917331	0	-0.053689659	0	0	0	-26.46452	-4.3833017	-1.8981885	-0.039733721	-0.0053295896	-0.0012442741	-0.019748982	-0.0023113833	-0.0021529525	-0.17442534	-0.0060281229	0.00109821	-0.33827557	-0.0084393124	-0.025410881
16	Part_1_3	unknown	bom	0.046483876	1000	FREE	unmated	-0.25679838	0	-0.099018361	0	0	0	-3.4480726	2.2194905	-1.3876166	-0.14475443	-0.0021877517	0.0022658082	-0.018908354	0.0047409621	0.0044718467	-0.17442903	-0.0059429497	0.00096854903	-0.25686144	-0.070905346	0.16929114
16	Part_1_6	unknown	bom	0.046483876	1000	FREE	unmated	-0.25976589	0	0.13028584	0	0	0	-3.4930731	0.51364944	1.8247126	-0.14127191	-0.0021898467	-0.0019032134	-0.018997198	-0.0047656218	0.0040491131	-0.17446033	-0.00071007714	-0.0049831312	-0.25789445	-0.16848607	-0.075168233
17	Part_1_5	unknown	bom	0.046483876	1000	FREE	unmated	-0.27511713	0	0.10214466	0	0	0	-3.7185571	-2.4337552	1.4319988	-0.13056473	0.001045607	-0.0029084737	-0.019001313	-0.0051215623	-0.0035664718	-0.17447362	0.004143112	-0.0018792295	-0.27532158	0.067005223	-0.17459268
17	Part_1_4	unknown	bom	0.046483876	1000	FREE	unmated	-0.2234148	0	-0.071353292	0	0	0	-2.9974622	-1.0001244	-0.99954487	-0.12830024	0.0050846707	0.0012518481	-0.018817692	0.0034559727	-0.0058267241	-0.17444358	0.0020149168	0.0052075256	-0.27678518	0.17033892	0.06231332
17	Part_1_1	unknown	bom	0.091184936	1000	ANCHOR	assembly-root-anchor	-0.12008313	0	0.0025110101	0	0	0	-2.783838	0.012268099	0.060851161	-0.18420635	7.0184418e-05	0.0012124215	0	0	0	0	0	0	0	0	0
17	Part_1_2	unknown	bom	0.013592119	1000	FREE	unmated	-0.730064	0	-0.027841864	0	0	0	-25.787427	-4.655552	-0.98452819	-0.040777681	-0.0084593963	-0.00046128289	-0.019744926	-0.002624737	-0.0018024067	-0.17427905	-0.0093799821	0.00075540116	-0.35802049	-0.011064049	-0.027213288
17	Part_1_3	unknown	bom	0.046483876	1000	FREE	unmated	-0.26036507	0	-0.083342048	0	0	0	-3.517294	1.6314956	-1.1713795	-0.125434	-0.0034593935	0.0053536617	-0.019011921	0.005154217	0.0034613459	-0.17442874	-0.0058755342	0.0013540788	-0.27587336	-0.065751129	0.17275249
17	Part_1_6	unknown	bom	0.046483876	1000	FREE	unmated	-0.24409589	0	0.10674039	0	0	0	-3.2697836	1.0398088	1.4958083	-0.14532476	-0.0020886626	-0.0024197703	-0.01911035	-0.0038273931	0.0044883813	-0.17446379	-0.00083340439	-0.0048406449	-0.2770048	-0.17231346	-0.070679852
18	Part_1_5	unknown	bom	0.046483876	1000	FREE	unmated	-0.21203699	0	0.024639671	0	0	0	-2.8345222	-1.2139977	0.34814266	-0.13205503	-0.00026522504	-0.003412788	-0.019015698	-0.0053605523	-0.0031092946	-0.17447802	0.0038748192	-0.0020363547	-0.29433727	0.061644671	-0.17770198
18	Part_1_4	unknown	bom	0.046483876	1000	FREE	unmated	-0.244794	0	-0.098729801	0	0	0	-3.2954213	-1.2584028	-1.3851188	-0.12945418	0.0046245485	0.003805173	-0.018900349	0.0025062327	-0.0060411585	-0.17444067	0.0022643517	0.0052027095	-0.29568553	0.17284515	0.056272162
18	Part_1_1	unknown	bom	0.091184936	1000	ANCHOR	assembly-root-anchor	-0.14385592	0	-0.0063791597	0	0	0	-3.3655196	-0.25280339	-0.15735803	-0.19010684	0.0012452321	-0.00031298464	0	0	0	0	0	0	0	0	0
18	Part_1_2	unknown	bom	0.013592119	1000	FREE	unmated	-0.74125544	0	-0.0080644275	0	0	0	-26.179171	-5.0036908	-0.28373647	-0.04496448	-0.0063549554	-0.0015668498	-0.01973687	-0.0029158049	-0.0013978679	-0.17417611	-0.011154517	-4.2027182e-05	-0.37775737	-0.013979854	-0.028611155
18	Part_1_3	unknown	bom	0.046483876	1000	FREE	unmated	-0.23739061	0	-0.069395183	0	0	0	-3.1903396	0.64217279	-0.97788896	-0.13095624	-0.0056684661	0.0069915336	-0.019157997	0.0050783421	0.0026798459	-0.17442102	-0.0059752637	0.0018291965	-0.29503136	-0.060672787	0.17543233
18	Part_1_6	unknown	bom	0.046483876	1000	FREE	unmated	-0.23316319	0	0.0975685	0	0	0	-3.1312878	0.82748824	1.3679878	-0.13086286	-0.003429942	-0.0029218397	-0.019161969	-0.0030818103	0.0048292234	-0.17446414	-0.0010554313	-0.0047845263	-0.29616677	-0.17539527	-0.065850628
19	Part_1_5	unknown	bom	0.046483876	1000	FREE	unmated	-0.23550257	0	0.061475868	0	0	0	-3.1669486	-0.49175117	0.86054044	-0.127932	-0.0030330866	-0.00044094584	-0.019163269	-0.0051919606	-0.002410951	-0.17448829	0.003427811	-0.0019563674	-0.31350054	0.05645271	-0.18011293
19	Part_1_4	unknown	bom	0.046483876	1000	FREE	unmated	-0.24957715	0	-0.036519841	0	0	0	-3.3622712	-1.7525336	-0.50912571	-0.12952469	0.0038543797	-0.0018178126	-0.019087368	0.0013925167	-0.0058080365	-0.17445088	0.0024314047	0.0047666454	-0.3147729	0.17423767	0.050464125
19	Part_1_1	unknown	bom	0.091184936	1000	ANCHOR	assembly-root-anchor	-0.14159598	0	0.0028156005	0	0	0	-3.3082007	0.037261163	0.070713471	-0.19156773	-0.00098205858	-0.0011214555	0	0	0	0	0	0	0	0	0
19	Part_1_2	unknown	bom	0.013592119	1000	FREE	unmated	-0.71636652	0	0.0039071934	0	0	0	-25.298665	-4.3534209	0.13787515	-0.044949269	-0.0067579612	0.00035353538	-0.019741688	-0.0030357397	-0.0010247054	-0.17406111	-0.012824108	0.00011551486	-0.39749905	-0.017015594	-0.029635861
19	Part_1_3	unknown	bom	0.046483876	1000	FREE	unmated	-0.2292015	0	0.0058697614	0	0	0	-3.08353	-0.98482948	0.081844991	-0.12319325	0.0024962547	0.00027794539	-0.019390784	0.0041953112	0.0025292047	-0.17443872	-0.0054596655	0.0017514498	-0.31442214	-0.056477476	0.17796154
19	Part_1_6	unknown	bom	0.046483876	1000	FREE	unmated	-0.24561612	0	0.13640194	0	0	0	-3.3036952	2.4839084	1.91125	-0.13268248	-0.0024239624	-0.0028713062	-0.019197603	-0.0015288323	0.0053958046	-0.17446494	-0.0011789683	-0.0047260777	-0.31536437	-0.1769241	-0.060454824
